T/1	Light/1	Pupil/3			
243	0.0000	0.0000	0.0000	0.4098	
244	0.0000	0.0000	0.0000	0.4098	
245	0.0000	0.0000	0.0000	0.4098	
246	0.0000	0.0000	0.0000	0.4098	
247	0.0000	0.0000	0.0000	0.4099	
248	0.0000	0.0000	0.0000	0.4099	
249	0.0000	0.0000	0.0000	0.4099	
250	0.0000	0.0000	0.0000	0.4099	
251	0.0000	0.0000	0.0000	0.4099	
252	0.0000	0.0000	0.0000	0.4099	
253	0.0000	0.0000	0.0000	0.4099	
254	0.0000	0.0000	0.0000	0.4099	
255	0.0000	0.0000	0.0000	0.4099	
256	0.0000	0.0000	0.0000	0.4099	
257	0.0000	0.0000	0.0000	0.4100	
258	0.0000	0.0000	0.0000	0.4100	
259	0.0000	0.0000	0.0000	0.4100	
260	0.0000	0.0000	0.0000	0.4100	
261	0.0000	0.0000	0.0000	0.4100	
262	0.0000	0.0000	0.0000	0.4100	
263	0.0000	0.0000	0.0000	0.4100	
264	0.0000	0.0000	0.0000	0.4100	
265	0.0000	0.0000	0.0000	0.4100	
266	0.0000	0.0000	0.0000	0.4100	
267	0.0000	0.0000	0.0000	0.4100	
268	0.0000	0.0000	0.0000	0.4100	
269	0.0000	0.0000	0.0000	0.4100	
270	0.0000	0.0000	0.0000	0.4100	
271	0.0000	0.0000	0.0000	0.4100	
272	0.0000	0.0000	0.0000	0.4100	
273	0.0000	0.0000	0.0000	0.4100	
274	0.0000	0.0000	0.0000	0.4100	
275	0.0000	0.0000	0.0000	0.4100	
276	0.0000	0.0000	0.0000	0.4100	
277	0.0000	0.0000	0.0000	0.4100	
278	0.0000	0.0000	0.0000	0.4100	
279	0.0000	0.0000	0.0000	0.4101	
280	0.0000	0.0000	0.0000	0.4101	
281	0.0000	0.0000	0.0000	0.4101	
282	0.0000	0.0000	0.0000	0.4101	
283	0.0000	0.0000	0.0000	0.4101	
284	0.0000	0.0000	0.0000	0.4101	
285	0.0000	0.0000	0.0000	0.4101	
286	0.0000	0.0000	0.0000	0.4101	
287	0.0000	0.0000	0.0000	0.4101	
288	0.0000	0.0000	0.0000	0.4101	
289	0.0000	0.0000	0.0000	0.4101	
290	0.0000	0.0000	0.0000	0.4101	
291	0.0000	0.0000	0.0000	0.4101	
292	0.0000	0.0000	0.0000	0.4101	
293	0.0000	0.0000	0.0000	0.4101	
294	0.0000	0.0000	0.0000	0.4101	
295	0.0000	0.0000	0.0000	0.4101	
296	0.0000	0.0000	0.0000	0.4101	
297	0.0000	0.0000	0.0000	0.4101	
298	0.0000	0.0000	0.0000	0.4101	
299	0.0000	0.0000	0.0000	0.4101	
300	0.0000	0.0000	0.0000	0.4101	
301	0.0000	0.0000	0.0000	0.4101	
302	1.0000	0.0000	0.0000	0.4101	
303	1.0000	0.0000	0.0000	0.4101	
304	1.0000	0.0000	0.0000	0.4101	
305	1.0000	0.0000	0.0000	0.4101	
306	1.0000	0.0000	0.0000	0.4101	
307	1.0000	0.0000	0.0000	0.4101	
308	0.0000	0.0000	0.0000	0.4101	
309	0.0000	0.0000	0.0000	0.4101	
310	0.0000	0.0000	0.0000	0.4101	
311	0.0000	0.0000	0.0000	0.4101	
312	0.0000	0.0000	0.0000	0.4101	
313	0.0000	0.0000	0.0000	0.4101	
314	0.0000	0.0000	0.0000	0.4101	
315	0.0000	0.0000	0.0000	0.4101	
316	0.0000	0.0000	0.0000	0.4101	
317	0.0000	0.0000	0.0000	0.4101	
318	0.0000	0.0000	0.0000	0.4101	
319	0.0000	0.0000	0.0000	0.4100	
320	0.0000	0.0000	0.0000	0.4099	
321	0.0000	0.0000	0.0000	0.4096	
322	0.0000	0.0000	0.0000	0.4092	
323	0.0000	0.0000	0.0000	0.4087	
324	0.0000	0.0000	0.0000	0.4079	
325	0.0000	0.0000	0.0000	0.4070	
326	0.0000	0.0000	0.0000	0.4059	
327	0.0000	0.0000	0.0000	0.4046	
328	0.0000	0.0000	0.0000	0.4032	
329	0.0000	0.0000	0.0000	0.4017	
330	0.0000	0.0000	0.0000	0.4001	
331	0.0000	0.0000	0.0000	0.3984	
332	0.0000	0.0000	0.0000	0.3968	
333	0.0000	0.0000	0.0000	0.3951	
334	0.0000	0.0000	0.0000	0.3934	
335	0.0000	0.0000	0.0000	0.3917	
336	0.0000	0.0000	0.0000	0.3901	
337	0.0000	0.0000	0.0000	0.3885	
338	0.0000	0.0000	0.0000	0.3870	
339	0.0000	0.0000	0.0000	0.3856	
340	0.0000	0.0000	0.0000	0.3843	
341	0.0000	0.0000	0.0000	0.3830	
342	0.0000	0.0000	0.0000	0.3819	
343	0.0000	0.0000	0.0000	0.3809	
344	0.0000	0.0000	0.0000	0.3799	
345	0.0000	0.0000	0.0000	0.3791	
346	0.0000	0.0000	0.0000	0.3784	
347	0.0000	0.0000	0.0000	0.3778	
348	0.0000	0.0000	0.0000	0.3773	
349	0.0000	0.0000	0.0000	0.3769	
350	0.0000	0.0000	0.0000	0.3766	
351	0.0000	0.0000	0.0000	0.3763	
352	0.0000	0.0000	0.0000	0.3762	
353	0.0000	0.0000	0.0000	0.3761	
354	0.0000	0.0000	0.0000	0.3762	
355	0.0000	0.0000	0.0000	0.3763	
356	0.0000	0.0000	0.0000	0.3764	
357	0.0000	0.0000	0.0000	0.3767	
358	0.0000	0.0000	0.0000	0.3770	
359	0.0000	0.0000	0.0000	0.3773	
360	0.0000	0.0000	0.0000	0.3777	
361	0.0000	0.0000	0.0000	0.3781	
362	0.0000	0.0000	0.0000	0.3786	
363	0.0000	0.0000	0.0000	0.3792	
364	0.0000	0.0000	0.0000	0.3797	
365	0.0000	0.0000	0.0000	0.3803	
366	0.0000	0.0000	0.0000	0.3809	
367	0.0000	0.0000	0.0000	0.3815	
368	0.0000	0.0000	0.0000	0.3822	
369	0.0000	0.0000	0.0000	0.3828	
370	0.0000	0.0000	0.0000	0.3835	
371	0.0000	0.0000	0.0000	0.3842	
372	0.0000	0.0000	0.0000	0.3849	
373	0.0000	0.0000	0.0000	0.3856	
374	0.0000	0.0000	0.0000	0.3863	
375	0.0000	0.0000	0.0000	0.3869	
376	0.0000	0.0000	0.0000	0.3876	
377	0.0000	0.0000	0.0000	0.3883	
378	0.0000	0.0000	0.0000	0.3890	
379	0.0000	0.0000	0.0000	0.3897	
380	0.0000	0.0000	0.0000	0.3903	
381	0.0000	0.0000	0.0000	0.3910	
382	0.0000	0.0000	0.0000	0.3916	
383	0.0000	0.0000	0.0000	0.3923	
384	0.0000	0.0000	0.0000	0.3929	
385	0.0000	0.0000	0.0000	0.3935	
386	0.0000	0.0000	0.0000	0.3941	
387	0.0000	0.0000	0.0000	0.3947	
388	0.0000	0.0000	0.0000	0.3953	
389	0.0000	0.0000	0.0000	0.3958	
390	0.0000	0.0000	0.0000	0.3964	
391	0.0000	0.0000	0.0000	0.3969	
392	0.0000	0.0000	0.0000	0.3974	
393	0.0000	0.0000	0.0000	0.3979	
394	0.0000	0.0000	0.0000	0.3984	
395	0.0000	0.0000	0.0000	0.3989	
396	0.0000	0.0000	0.0000	0.3993	
397	0.0000	0.0000	0.0000	0.3998	
398	0.0000	0.0000	0.0000	0.4002	
399	0.0000	0.0000	0.0000	0.4006	
400	0.0000	0.0000	0.0000	0.4010	
401	0.0000	0.0000	0.0000	0.4014	
402	0.0000	0.0000	0.0000	0.4017	
403	0.0000	0.0000	0.0000	0.4021	
404	0.0000	0.0000	0.0000	0.4024	
405	0.0000	0.0000	0.0000	0.4028	
406	0.0000	0.0000	0.0000	0.4031	
407	0.0000	0.0000	0.0000	0.4034	
408	0.0000	0.0000	0.0000	0.4037	
409	0.0000	0.0000	0.0000	0.4040	
410	0.0000	0.0000	0.0000	0.4042	
411	0.0000	0.0000	0.0000	0.4045	
412	0.0000	0.0000	0.0000	0.4047	
413	0.0000	0.0000	0.0000	0.4050	
414	0.0000	0.0000	0.0000	0.4052	
415	0.0000	0.0000	0.0000	0.4054	
416	0.0000	0.0000	0.0000	0.4056	
417	0.0000	0.0000	0.0000	0.4058	
418	0.0000	0.0000	0.0000	0.4060	
419	0.0000	0.0000	0.0000	0.4062	
420	0.0000	0.0000	0.0000	0.4064	
421	0.0000	0.0000	0.0000	0.4066	
422	0.0000	0.0000	0.0000	0.4067	
423	0.0000	0.0000	0.0000	0.4069	
424	0.0000	0.0000	0.0000	0.4070	
425	0.0000	0.0000	0.0000	0.4072	
426	0.0000	0.0000	0.0000	0.4073	
427	0.0000	0.0000	0.0000	0.4075	
428	0.0000	0.0000	0.0000	0.4076	
429	0.0000	0.0000	0.0000	0.4077	
430	0.0000	0.0000	0.0000	0.4078	
431	0.0000	0.0000	0.0000	0.4079	
432	0.0000	0.0000	0.0000	0.4080	
433	0.0000	0.0000	0.0000	0.4081	
434	0.0000	0.0000	0.0000	0.4082	
435	0.0000	0.0000	0.0000	0.4083	
436	0.0000	0.0000	0.0000	0.4084	
437	0.0000	0.0000	0.0000	0.4085	
438	0.0000	0.0000	0.0000	0.4086	
439	0.0000	0.0000	0.0000	0.4086	
440	0.0000	0.0000	0.0000	0.4087	
441	0.0000	0.0000	0.0000	0.4088	
442	0.0000	0.0000	0.0000	0.4088	
443	0.0000	0.0000	0.0000	0.4089	
444	0.0000	0.0000	0.0000	0.4089	
445	0.0000	0.0000	0.0000	0.4090	
446	0.0000	0.0000	0.0000	0.4091	
447	0.0000	0.0000	0.0000	0.4091	
448	0.0000	0.0000	0.0000	0.4092	
449	0.0000	0.0000	0.0000	0.4092	
450	0.0000	0.0000	0.0000	0.4092	
451	0.0000	0.0000	0.0000	0.4093	
452	0.0000	0.0000	0.0000	0.4093	
453	0.0000	0.0000	0.0000	0.4094	
454	0.0000	0.0000	0.0000	0.4094	
455	0.0000	0.0000	0.0000	0.4094	
456	0.0000	0.0000	0.0000	0.4095	
457	0.0000	0.0000	0.0000	0.4095	
458	0.0000	0.0000	0.0000	0.4095	
459	0.0000	0.0000	0.0000	0.4096	
460	0.0000	0.0000	0.0000	0.4096	
461	0.0000	0.0000	0.0000	0.4096	
462	0.0000	0.0000	0.0000	0.4096	
463	0.0000	0.0000	0.0000	0.4097	
464	0.0000	0.0000	0.0000	0.4097	
465	0.0000	0.0000	0.0000	0.4097	
466	0.0000	0.0000	0.0000	0.4097	
467	0.0000	0.0000	0.0000	0.4097	
468	0.0000	0.0000	0.0000	0.4098	
469	0.0000	0.0000	0.0000	0.4098	
470	0.0000	0.0000	0.0000	0.4098	
471	0.0000	0.0000	0.0000	0.4098	
472	0.0000	0.0000	0.0000	0.4098	
473	0.0000	0.0000	0.0000	0.4098	
474	0.0000	0.0000	0.0000	0.4098	
475	0.0000	0.0000	0.0000	0.4099	
476	0.0000	0.0000	0.0000	0.4099	
477	0.0000	0.0000	0.0000	0.4099	
